timestamp,proceso,error_level,error_message,mensaje,log_category
2026-09-04 05:39:13.720,Server,,Successfully initialized the TLS configuration. Allowed TLS protocol versions are ['1.0 1.1 1.2']. Allowed TLS ciphers are ['ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES128-GCM-SHA256:ECDHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-AES128-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-ECDSA-AES256-SHA:ECDHE-ECDSA-AES128-SHA:AES256-GCM-SHA384:AES128-GCM-SHA256:AES256-SHA256:AES128-SHA256:AES256-SHA:AES128-SHA:!DHE-RSA-AES256-GCM-SHA384:!DHE-RSA-AES128-GCM-SHA256:!DHE-RSA-AES256-SHA:!DHE-RSA-AES128-SHA'].,Successfully initialized the TLS configuration. Allowed TLS protocol versions are ['1.0 1.1 1.2']. Allowed TLS ciphers are ['ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES128-GCM-SHA256:ECDHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-AES128-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-ECDSA-AES256-SHA:ECDHE-ECDSA-AES128-SHA:AES256-GCM-SHA384:AES128-GCM-SHA256:AES256-SHA256:AES128-SHA256:AES256-SHA:AES128-SHA:!DHE-RSA-AES256-GCM-SHA384:!DHE-RSA-AES128-GCM-SHA256:!DHE-RSA-AES256-SHA:!DHE-RSA-AES128-SHA'].,CONFIGURATION
2026-09-04 05:39:13.760,Server,,"Query Store settings initialized with enabled = 1,","Query Store settings initialized with enabled = 1,",CONFIGURATION
2026-09-04 05:39:13.780,Server,,The maximum number of dedicated administrator connections for this instance is '1',The maximum number of dedicated administrator connections for this instance is '1',INFO
2026-09-04 05:39:13.800,Server,,Node configuration: node 0: CPU mask: 0x000000000000003f:0 Active CPU mask: 0x000000000000003f:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.,Node configuration: node 0: CPU mask: 0x000000000000003f:0 Active CPU mask: 0x000000000000003f:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.,CONFIGURATION
2026-09-04 05:39:13.830,Server,,Using dynamic lock allocation. Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node. This is an informational message only. No user action is required.,Using dynamic lock allocation. Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node. This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:13.890,Server,,In-Memory OLTP initialized on lowend machine.,In-Memory OLTP initialized on lowend machine.,INFO
2026-09-04 05:39:13.920,Server,,CLR version v4.0.30319 loaded.,CLR version v4.0.30319 loaded.,INFO
2026-09-04 05:39:13.940,Server,,[INFO] Created Extended Events session 'hkenginexesession',[INFO] Created Extended Events session 'hkenginexesession',INFO
2026-09-04 05:39:13.940,Server,,Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required.,Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required.,PERFORMANCE
2026-09-04 05:39:13.970,Server,,Total Log Writer threads: 2. This is an informational message; no user action is required.,Total Log Writer threads: 2. This is an informational message; no user action is required.,INFO
2026-09-04 05:39:13.980,Server,,clwb is selected for pmem flush operation.,clwb is selected for pmem flush operation.,INFO
2026-09-04 05:39:13.990,Server,,Software Usage Metrics is disabled.,Software Usage Metrics is disabled.,INFO
2026-09-04 05:39:14.010,spid24s,,"[1]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[1]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:14.010,spid24s,,Starting up database 'master'.,Starting up database 'master'.,STARTUP
2026-09-04 05:39:14.190,spid24s,,30 transactions rolled forward in database 'master' (1:0). This is an informational message only. No user action is required.,30 transactions rolled forward in database 'master' (1:0). This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:14.230,spid24s,,0 transactions rolled back in database 'master' (1:0). This is an informational message only. No user action is required.,0 transactions rolled back in database 'master' (1:0). This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:14.230,spid24s,,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.,STARTUP
2026-09-04 05:39:14.420,spid24s,,"[32762]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[32762]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:14.430,spid26s,,"[32767]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[32767]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:14.430,spid24s,,Starting up database 'model_replicatedmaster'.,Starting up database 'model_replicatedmaster'.,STARTUP
2026-09-04 05:39:14.430,spid26s,,Starting up database 'mssqlsystemresource'.,Starting up database 'mssqlsystemresource'.,STARTUP
2026-09-04 05:39:14.440,spid26s,,The resource database build version is 16.00.4265. This is an informational message only. No user action is required.,The resource database build version is 16.00.4265. This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:14.510,spid26s,,"[3]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[3]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:14.510,spid26s,,Starting up database 'model'.,Starting up database 'model'.,STARTUP
2026-09-04 05:39:14.600,Server,,Common language runtime (CLR) functionality initialized.,Common language runtime (CLR) functionality initialized.,INFO
2026-09-04 05:39:14.610,spid24s,,Converting database 'model_replicatedmaster' from version 927 to the current version 957.,Converting database 'model_replicatedmaster' from version 927 to the current version 957.,INFO
2026-09-04 05:39:14.610,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 927 to version 928.,Database 'model_replicatedmaster' running the upgrade step from version 927 to version 928.,INFO
2026-09-04 05:39:14.770,Server,,External governance manager initialized,External governance manager initialized,INFO
2026-09-04 05:39:14.790,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 928 to version 929.,Database 'model_replicatedmaster' running the upgrade step from version 928 to version 929.,INFO
2026-09-04 05:39:15.050,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 929 to version 930.,Database 'model_replicatedmaster' running the upgrade step from version 929 to version 930.,INFO
2026-09-04 05:39:15.160,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 930 to version 931.,Database 'model_replicatedmaster' running the upgrade step from version 930 to version 931.,INFO
2026-09-04 05:39:15.310,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 931 to version 932.,Database 'model_replicatedmaster' running the upgrade step from version 931 to version 932.,INFO
2026-09-04 05:39:15.460,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 932 to version 933.,Database 'model_replicatedmaster' running the upgrade step from version 932 to version 933.,INFO
2026-09-04 05:39:15.530,spid32s,,A self-generated certificate was successfully loaded for encryption.,A self-generated certificate was successfully loaded for encryption.,INFO
2026-09-04 05:39:15.540,spid32s,,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,INFO
2026-09-04 05:39:15.540,spid32s,,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,INFO
2026-09-04 05:39:15.550,Server,,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,INFO
2026-09-04 05:39:15.550,Server,,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,INFO
2026-09-04 05:39:15.550,Server,,Dedicated admin connection support was established for listening locally on port 1434.,Dedicated admin connection support was established for listening locally on port 1434.,INFO
2026-09-04 05:39:15.560,spid32s,,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,INFO
2026-09-04 05:39:15.560,spid32s,,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,INFO
2026-09-04 05:39:15.560,spid32s,,SQL Server is now ready for client connections. This is an informational message; no user action is required.,SQL Server is now ready for client connections. This is an informational message; no user action is required.,STARTUP
2026-09-04 05:39:15.570,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 933 to version 934.,Database 'model_replicatedmaster' running the upgrade step from version 933 to version 934.,INFO
2026-09-04 05:39:15.680,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 934 to version 935.,Database 'model_replicatedmaster' running the upgrade step from version 934 to version 935.,INFO
2026-09-04 05:39:15.780,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 935 to version 936.,Database 'model_replicatedmaster' running the upgrade step from version 935 to version 936.,INFO
2026-09-04 05:39:15.970,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 936 to version 937.,Database 'model_replicatedmaster' running the upgrade step from version 936 to version 937.,INFO
2026-09-04 05:39:16.080,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 937 to version 938.,Database 'model_replicatedmaster' running the upgrade step from version 937 to version 938.,INFO
2026-09-04 05:39:16.210,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 938 to version 939.,Database 'model_replicatedmaster' running the upgrade step from version 938 to version 939.,INFO
2026-09-04 05:39:16.330,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 939 to version 940.,Database 'model_replicatedmaster' running the upgrade step from version 939 to version 940.,INFO
2026-09-04 05:39:16.440,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 940 to version 941.,Database 'model_replicatedmaster' running the upgrade step from version 940 to version 941.,INFO
2026-09-04 05:39:16.540,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 941 to version 942.,Database 'model_replicatedmaster' running the upgrade step from version 941 to version 942.,INFO
2026-09-04 05:39:16.660,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 942 to version 943.,Database 'model_replicatedmaster' running the upgrade step from version 942 to version 943.,INFO
2026-09-04 05:39:16.990,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 943 to version 944.,Database 'model_replicatedmaster' running the upgrade step from version 943 to version 944.,INFO
2026-09-04 05:39:17.130,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 944 to version 945.,Database 'model_replicatedmaster' running the upgrade step from version 944 to version 945.,INFO
2026-09-04 05:39:17.260,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 945 to version 946.,Database 'model_replicatedmaster' running the upgrade step from version 945 to version 946.,INFO
2026-09-04 05:39:17.370,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 946 to version 947.,Database 'model_replicatedmaster' running the upgrade step from version 946 to version 947.,INFO
2026-09-04 05:39:17.460,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 947 to version 948.,Database 'model_replicatedmaster' running the upgrade step from version 947 to version 948.,INFO
2026-09-04 05:39:17.570,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 948 to version 949.,Database 'model_replicatedmaster' running the upgrade step from version 948 to version 949.,INFO
2026-09-04 05:39:17.680,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 949 to version 950.,Database 'model_replicatedmaster' running the upgrade step from version 949 to version 950.,INFO
2026-09-04 05:39:17.800,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 950 to version 951.,Database 'model_replicatedmaster' running the upgrade step from version 950 to version 951.,INFO
2026-09-04 05:39:17.940,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 951 to version 952.,Database 'model_replicatedmaster' running the upgrade step from version 951 to version 952.,INFO
2026-09-04 05:39:18.070,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 952 to version 953.,Database 'model_replicatedmaster' running the upgrade step from version 952 to version 953.,INFO
2026-09-04 05:39:18.290,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 953 to version 954.,Database 'model_replicatedmaster' running the upgrade step from version 953 to version 954.,INFO
2026-09-04 05:39:18.430,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 954 to version 955.,Database 'model_replicatedmaster' running the upgrade step from version 954 to version 955.,INFO
2026-09-04 05:39:18.540,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 955 to version 956.,Database 'model_replicatedmaster' running the upgrade step from version 955 to version 956.,INFO
2026-09-04 05:39:18.720,spid24s,,Database 'model_replicatedmaster' running the upgrade step from version 956 to version 957.,Database 'model_replicatedmaster' running the upgrade step from version 956 to version 957.,INFO
2026-09-04 05:39:19.230,spid24s,,"[32761]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[32761]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:19.230,spid24s,,Starting up database 'model_msdb'.,Starting up database 'model_msdb'.,STARTUP
2026-09-04 05:39:19.470,spid24s,,Converting database 'model_msdb' from version 927 to the current version 957.,Converting database 'model_msdb' from version 927 to the current version 957.,INFO
2026-09-04 05:39:19.480,spid24s,,Database 'model_msdb' running the upgrade step from version 927 to version 928.,Database 'model_msdb' running the upgrade step from version 927 to version 928.,INFO
2026-09-04 05:39:19.540,spid24s,,Database 'model_msdb' running the upgrade step from version 928 to version 929.,Database 'model_msdb' running the upgrade step from version 928 to version 929.,INFO
2026-09-04 05:39:19.630,spid24s,,Database 'model_msdb' running the upgrade step from version 929 to version 930.,Database 'model_msdb' running the upgrade step from version 929 to version 930.,INFO
2026-09-04 05:39:19.670,spid24s,,Database 'model_msdb' running the upgrade step from version 930 to version 931.,Database 'model_msdb' running the upgrade step from version 930 to version 931.,INFO
2026-09-04 05:39:19.720,spid24s,,Database 'model_msdb' running the upgrade step from version 931 to version 932.,Database 'model_msdb' running the upgrade step from version 931 to version 932.,INFO
2026-09-04 05:39:19.750,spid24s,,Database 'model_msdb' running the upgrade step from version 932 to version 933.,Database 'model_msdb' running the upgrade step from version 932 to version 933.,INFO
2026-09-04 05:39:19.770,spid24s,,Database 'model_msdb' running the upgrade step from version 933 to version 934.,Database 'model_msdb' running the upgrade step from version 933 to version 934.,INFO
2026-09-04 05:39:19.800,spid24s,,Database 'model_msdb' running the upgrade step from version 934 to version 935.,Database 'model_msdb' running the upgrade step from version 934 to version 935.,INFO
2026-09-04 05:39:19.820,spid24s,,Database 'model_msdb' running the upgrade step from version 935 to version 936.,Database 'model_msdb' running the upgrade step from version 935 to version 936.,INFO
2026-09-04 05:39:19.850,spid24s,,Database 'model_msdb' running the upgrade step from version 936 to version 937.,Database 'model_msdb' running the upgrade step from version 936 to version 937.,INFO
2026-09-04 05:39:19.870,spid24s,,Database 'model_msdb' running the upgrade step from version 937 to version 938.,Database 'model_msdb' running the upgrade step from version 937 to version 938.,INFO
2026-09-04 05:39:19.890,spid24s,,Database 'model_msdb' running the upgrade step from version 938 to version 939.,Database 'model_msdb' running the upgrade step from version 938 to version 939.,INFO
2026-09-04 05:39:19.920,spid24s,,Database 'model_msdb' running the upgrade step from version 939 to version 940.,Database 'model_msdb' running the upgrade step from version 939 to version 940.,INFO
2026-09-04 05:39:19.940,spid24s,,Database 'model_msdb' running the upgrade step from version 940 to version 941.,Database 'model_msdb' running the upgrade step from version 940 to version 941.,INFO
2026-09-04 05:39:19.960,spid24s,,Database 'model_msdb' running the upgrade step from version 941 to version 942.,Database 'model_msdb' running the upgrade step from version 941 to version 942.,INFO
2026-09-04 05:39:19.990,spid24s,,Database 'model_msdb' running the upgrade step from version 942 to version 943.,Database 'model_msdb' running the upgrade step from version 942 to version 943.,INFO
2026-09-04 05:39:20.080,spid24s,,Database 'model_msdb' running the upgrade step from version 943 to version 944.,Database 'model_msdb' running the upgrade step from version 943 to version 944.,INFO
2026-09-04 05:39:20.110,spid24s,,Database 'model_msdb' running the upgrade step from version 944 to version 945.,Database 'model_msdb' running the upgrade step from version 944 to version 945.,INFO
2026-09-04 05:39:20.170,spid24s,,Database 'model_msdb' running the upgrade step from version 945 to version 946.,Database 'model_msdb' running the upgrade step from version 945 to version 946.,INFO
2026-09-04 05:39:20.200,spid24s,,Database 'model_msdb' running the upgrade step from version 946 to version 947.,Database 'model_msdb' running the upgrade step from version 946 to version 947.,INFO
2026-09-04 05:39:20.220,spid24s,,Database 'model_msdb' running the upgrade step from version 947 to version 948.,Database 'model_msdb' running the upgrade step from version 947 to version 948.,INFO
2026-09-04 05:39:20.250,spid24s,,Database 'model_msdb' running the upgrade step from version 948 to version 949.,Database 'model_msdb' running the upgrade step from version 948 to version 949.,INFO
2026-09-04 05:39:20.280,spid24s,,Database 'model_msdb' running the upgrade step from version 949 to version 950.,Database 'model_msdb' running the upgrade step from version 949 to version 950.,INFO
2026-09-04 05:39:20.300,spid24s,,Database 'model_msdb' running the upgrade step from version 950 to version 951.,Database 'model_msdb' running the upgrade step from version 950 to version 951.,INFO
2026-09-04 05:39:20.350,spid24s,,Database 'model_msdb' running the upgrade step from version 951 to version 952.,Database 'model_msdb' running the upgrade step from version 951 to version 952.,INFO
2026-09-04 05:39:20.370,spid24s,,Database 'model_msdb' running the upgrade step from version 952 to version 953.,Database 'model_msdb' running the upgrade step from version 952 to version 953.,INFO
2026-09-04 05:39:20.410,spid24s,,Database 'model_msdb' running the upgrade step from version 953 to version 954.,Database 'model_msdb' running the upgrade step from version 953 to version 954.,INFO
2026-09-04 05:39:20.430,spid24s,,Database 'model_msdb' running the upgrade step from version 954 to version 955.,Database 'model_msdb' running the upgrade step from version 954 to version 955.,INFO
2026-09-04 05:39:20.460,spid24s,,Database 'model_msdb' running the upgrade step from version 955 to version 956.,Database 'model_msdb' running the upgrade step from version 955 to version 956.,INFO
2026-09-04 05:39:20.540,spid24s,,Database 'model_msdb' running the upgrade step from version 956 to version 957.,Database 'model_msdb' running the upgrade step from version 956 to version 957.,INFO
2026-09-04 05:39:20.690,spid24s,,Resource governor reconfiguration succeeded.,Resource governor reconfiguration succeeded.,CONFIGURATION
2026-09-04 05:39:20.690,spid24s,,SQL Server Audit is starting the audits. This is an informational message. No user action is required.,SQL Server Audit is starting the audits. This is an informational message. No user action is required.,STARTUP
2026-09-04 05:39:20.690,spid41s,,Attribute synchronization initialized,Attribute synchronization initialized,INFO
2026-09-04 05:39:20.690,spid41s,,Attribute synchronization manager initialized,Attribute synchronization manager initialized,INFO
2026-09-04 05:39:20.690,spid24s,,SQL Server Audit has started the audits. This is an informational message. No user action is required.,SQL Server Audit has started the audits. This is an informational message. No user action is required.,STARTUP
2026-09-04 05:39:20.860,spid24s,,"SQL Trace ID 1 was started by login ""sa"".","SQL Trace ID 1 was started by login ""sa"".",STARTUP
2026-09-04 05:39:20.890,spid24s,,Server name is 'fadf03e4e65e'. This is an informational message only. No user action is required.,Server name is 'fadf03e4e65e'. This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:20.950,spid26s,,Clearing tempdb database.,Clearing tempdb database.,INFO
2026-09-04 05:39:20.950,spid60s,,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.,STARTUP
2026-09-04 05:39:20.950,spid56s,,"[4]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[4]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:20.950,spid57s,,"[5]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[5]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:20.950,spid60s,,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.,INFO
2026-09-04 05:39:20.960,spid56s,,Starting up database 'msdb'.,Starting up database 'msdb'.,STARTUP
2026-09-04 05:39:20.960,spid57s,,Starting up database 'SteelNort'.,Starting up database 'SteelNort'.,STARTUP
2026-09-04 05:39:20.970,spid57s,,RemoveStaleDbEntries: Cleanup of stale DB entries called for database ID: [5],RemoveStaleDbEntries: Cleanup of stale DB entries called for database ID: [5],INFO
2026-09-04 05:39:20.970,spid57s,,RemoveStaleDbEntries: Cleanup of stale DB entries skipped because master db is not memory optimized. DbId: 5.,RemoveStaleDbEntries: Cleanup of stale DB entries skipped because master db is not memory optimized. DbId: 5.,INFO
2026-09-04 05:39:21.080,spid57s,,Parallel redo is started for database 'SteelNort' with worker pool size [3].,Parallel redo is started for database 'SteelNort' with worker pool size [3].,STARTUP
2026-09-04 05:39:21.150,spid24s,,Recovery is writing a checkpoint in database 'msdb' (4). This is an informational message only. No user action is required.,Recovery is writing a checkpoint in database 'msdb' (4). This is an informational message only. No user action is required.,STARTUP
2026-09-04 05:39:21.310,spid26s,,"[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0","[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO
2026-09-04 05:39:21.320,spid26s,,Starting up database 'tempdb'.,Starting up database 'tempdb'.,STARTUP
2026-09-04 05:39:21.480,spid57s,,Recovery of database 'SteelNort' (5) is 1% complete (approximately 28 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,Recovery of database 'SteelNort' (5) is 1% complete (approximately 28 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,STARTUP
